GeneName  Indicator
COCH 0
GOLGA8A 0
BSN 0
ITPA 0
ARPM1 1
TSPAN11 1
BAG2 1
SLC22A11 0
RFX4 0
RNASE10 0
TMEM101 0
PPP4R4 1
HOXB8 0
FBLN5 1
PCGF1 1
DIAPH3 0
HIST1H4B 0
ADAMTS20 0
FAM47C 0
AGTR1 0
DOCK6 0
THAP4 1
WDR5 1
ZDHHC8 1
RIPK1 0
PLA2G3 0
CBY3 0
NOSIP 1
C1orf115 0
KIAA0556 1
LOC388946 0
HBS1L 0
AADAT 1
NXNL2 0
EXOSC9 0
ING3 1
TMEM17 0
C21orf59 0
CXorf64 0
MTMR14 0
WDR83 0
RGS4 0
HOXA4 0
C5orf43 1
NAA38 0
WWP1 1
MAK 0
ZXDB 1
PTK2 0
SCAI 0
FIG4 1
CACNA1D 0
ST6GALNAC2 0
MARCH9 0
BRCA1 0
TRIOBP 1
CCDC70 0
TONSL 0
OSCP1 0
TCTEX1D2 0
ARHGAP18 1
LINGO2 0
EPGN 0
SAPCD1 1
C6orf226 1
SST 0
NTPCR 1
ATPAF1 0
RANBP9 0
MEP1B 0
SNCA 0
VNN2 0
ALAD 0
PPP1R15A 0
GNGT2 0
RPL11 1
TNRC18 1
SLC34A3 0
GLB1 1
CHODL 1
HTRA2 0
FTSJ3 1
FAM58A 0
NUB1 1
TRAM1 1
TCF7L2 0
FRK 0
LOC391322 0
MANSC4 0
CISH 1
ZNF701 1
DSC2 0
MTA3 0
SOX21 0
PIK3R2 1
ACTN4 1
TRIM77P 0
GNG3 0
SLC38A6 0
PAX7 0
SLC26A9 0
LIPG 1
STAR 0
SOX15 0
FKBP14 0
BAGE3 0
GPR26 0
GPRC5A 1
CEPT1 1
DCUN1D2 0
LOC100132247 1
SNRPG 1
FNTB 0
PABPC4 1
TUSC2 1
IGDCC4 1
SIL1 1
SLC2A12 1
TTC34 0
BAIAP2L1 0
TMEM244 1
CLCA1 0
LSG1 0
MCOLN3 0
PDS5B 0
ZNF253 1
ULK4 0
ATP5B 1
DNAJB7 0
ELAVL4 0
ALG3 1
TRMT11 1
ARL1 1
PBRM1 1
ACOT6 0
TGM6 0
FOXC2 0
GATA2 0
ZFP92 0
GOLGA6B 0
ZNF584 0
IGFL4 0
MOXD1 0
TTN 0
PAQR4 0
KLHDC9 1
SGCE 1
TTLL12 1
DDN 0
MAGEB16 0
SPRYD5 0
OR4F4 0
AKR1C2 0
DDX39B 0
CREB5 1
GSDMA 0
SMTNL1 0
ZNF816-ZNF321P 0
FHL5 0
CTSZ 0
SPANXC 0
TTC14 1
HEMGN 0
CUTA 1
MPPED2 0
BRCA2 0
C6orf58 0
SEZ6 0
C10orf2 0
PSTPIP2 1
GTF2H4 0
ZNF587 1
LY6H 0
PRR12 0
POMGNT1 0
ADORA3 0
ESRP1 0
FAM108B1 1
APOB 0
SLC18A2 0
SLC6A17 0
RNPEP 1
RPS15A 1
COX5B 1
SLC35E1 1
SLC38A2 1
KRR1 1
BCDIN3D 1
NPAT 1
PLXNA4 0
TM7SF3 0
CBLN2 0
FAM83D 0
MRGPRX4 0
EPHX2 0
MOG 0
XRCC1 0
STUB1 0
AIFM3 0
BAI1 0
RECQL 1
CCR10 1
KIAA1143 1
CDKL3 0
ADCYAP1R1 0
MYRIP 0
GPR18 0
MYH13 0
LOC100289187 1
ERH 1
C19orf80 0
SLPI 0
TM9SF1 0
TSC22D3 0
H2AFB2 0
FAM116A 0
LRAT 0
DNAJC9 0
AFG3L2 1
CYB5B 1
CBFB 0
PEX19 0
PPP4R1 0
TSTD2 1
RASGRF1 0
SNAI2 1
ALG11 1
TTBK1 1
TAF8 0
LRRC20 0
SRSF11 0
CTGF 1
LATS2 1
GBX2 0
SEC22A 1
NKAIN1 0
FYCO1 1
MAP2 0
DDX54 0
PGLS 1
OR5M1 0
USP53 1
DDX28 0
DLX1 0
ZC3H4 1
PI4K2B 1
ELOVL7 0
GPR128 0
NASP 0
SOCS3 1
CEP55 0
ARID1B 1
RHBDL3 1
AHR 0
ITGAE 1
CACHD1 0
SLC7A11 1
SEC14L2 1
UBE2U 0
AKAP8L 0
MYZAP 0
STXBP6 1
C9orf40 0
STAC3 0
FAM72A 1
SLCO2B1 0
SAYSD1 0
C12orf29 1
IAPP 0
FAM113A 0
RGS2 1
C19orf42 1
NBPF10 0
FLT4 1
CNTNAP2 0
APPL2 1
SNX31 0
HIRIP3 0
FAM3B 0
APLNR 0
PROZ 0
GDPD4 0
SAMD11 0
DHX40 0
MRAS 0
RASGRP3 0
BPY2C 0
CCDC101 0
KRTAP5-10 0
ITGBL1 0
DDX5 1
SUPT7L 0
GGT1 1
HKDC1 0
STARD3NL 1
CCDC71 0
CPA1 0
AIF1L 0
ZCCHC18 0
ERVFRD-1 0
AKNA 0
SLC36A3 0
GBAS 1
TRIM74 0
FBXO36 0
ZNF585B 1
GOLGA3 0
XPO4 0
RAB3GAP2 0
PLAA 1
DNAJB2 0
TMEM179B 1
NLRP10 0
MAP3K3 0
SYNJ2 1
IL28A 0
PCDHA2 0
GPS1 1
SSX2B 0
PAMR1 0
SEMA3B 0
NAT14 1
MCC 0
PPP1R9B 0
GTDC1 0
ID4 0
GRASP 0
RHOT1 0
ZNF593 1
ENTPD3 0
IRX4 0
RORA 0
TMEM57 1
GP5 0
MEA1 1
NDNF 0
CDKN2AIPNL 1
ACAD9 0
ERCC8 0
LRP8 0
B9D1 1
STK16 0
PRKG1 1
WDSUB1 1
LRRC26 0
XYLT1 1
MST1R 0
DEFB123 0
PDIA6 1
SLC25A10 0
COL5A3 0
NARFL 0
CT47A3 0
OR2G2 0
TDP1 0
LIX1 0
EPM2AIP1 1
TBCA 1
GORASP1 1
COMTD1 0
ACER2 1
NDUFS5 1
UPRT 1
PRUNE2 0
SUCLG1 1
TGIF1 0
TMEM180 0
VNN1 0
FAM84B 0
TIMM22 1
U2AF1L4 0
DMD 0
SMPDL3A 1
SDHB 1
LOC100287144 0
NPS 0
SLC23A1 0
ATP6V1F 0
PTPRC 1
THSD7A 0
ABHD16A 1
H1FNT 0
CSGALNACT2 0
GCNT7 0
LTV1 1
TSHZ3 1
FAM24A 0
CUX2 0
RNF223 0
MED28 1
GLUD2 0
HSPE1 1
MRFAP1 0
CORO2A 0
IFFO2 1
FRG1 1
C3orf64 1
NEK5 0
C5orf64 0
DNAJB6 0
SETD9 0
CCDC90B 1
EWSR1 1
FAM217B 1
MYOC 0
CDK15 1
ZNF25 1
ITGAM 0
SERPINB7 1
ETNK2 0
RPA1 1
TIAF1 1
FOXA2 0
ERGIC1 1
IPCEF1 0
TMED1 0
ADAM29 0
MURC 0
UROD 0
GUCA2B 0
SPSB3 1
MYOD1 0
MAN2C1 0
CD40LG 0
FUS 0
POGLUT1 0
RPL17-C18ORF32 1
KCNA2 0
PCDHA12 0
FAM13C 0
CYP46A1 0
NAA50 1
ZNF221 1
COX8A 1
RHOQ 1
FAM211B 1
BEND4 0
EIF5AL1 1
KRTAP19-4 0
PPP2R4 1
SCNN1A 0
PDE3A 0
FAM55C 0
FAM59A 1
C9orf163 0
NMUR1 0
GCLC 1
SLC17A7 0
DEFB134 0
MLH1 0
CCDC59 0
WDR11 1
RBMXL1 0
TMEM184B 1
KNG1 0
BHLHE41 0
TCOF1 1
FAM181B 0
DACT3 0
SYCE3 0
HBA2 0
SPPL2A 1
AMD1 1
GAPT 0
MED10 1
GPR17 0
TLE1 0
NR0B1 0
RSBN1 1
IKZF4 0
FAM49B 1
TTLL5 1
VMP1 1
CDH17 0
LCOR 0
FTMT 0
TTC25 1
MTOR 0
SGPL1 0
RBM3 1
CISD2 1
ANGEL1 0
PIK3C2B 1
FIS1 1
UAP1L1 1
TMED8 1
HSBP1 1
TM7SF2 0
METTL20 0
GOLPH3 0
ARL6IP6 0
TMEM216 1
NEURL1B 1
PHF20L1 1
ASAP3 1
BPHL 0
NAGLU 1
ACMSD 0
FUT7 0
PTPRE 1
PDGFRA 0
FOXJ3 0
ZNF705G 0
SLITRK1 0
RBM24 0
DEFB4B 0
FAIM2 1
ATG4B 1
SOS1 0
ARR3 0
NTSR1 0
SLC38A1 1
TMEM92 0
PIK3IP1 0
IQCK 0
C1orf96 0
FRS2 0
CDC5L 0
WFIKKN1 0
TUBB 1
API5 1
SGPP2 0
FAM63B 0
SHBG 0
KIF2B 0
SH3RF1 1
HIST1H2BJ 0
TSPAN15 0
MX1 0
CCNJL 1
LPXN 1
C11orf82 0
KRT71 0
BRD9 1
ALDH2 1
AHNAK2 0
OR4Q3 0
AQR 1
WAC 0
PCMTD1 1
SPA17 0
C8orf58 0
CHST13 0
CLN5 1
PKIB 0
ZNF541 0
C17orf99 0
HMGCLL1 0
FAM22G 0
GPR21 0
PTPDC1 0
SUZ12 1
MYO5C 0
USMG5 1
EDA2R 1
SOSTDC1 0
CHI3L1 0
FUT3 0
PCMTD2 1
NOC4L 1
MAT2A 0
FAM64A 1
ANGPTL4 0
FAM122A 1
PTPRF 1
ALOX15 0
TRIM15 0
NAV2 1
FOXI2 0
MRRF 0
DISP1 0
KCNB2 0
FAM63A 1
OR52I2 0
KLK9 0
IL13RA1 0
AMBP 0
PMCH 0
RGPD8 0
CCNL2 0
BPIFC 1
GZMB 0
CDK14 0
EHMT1 1
FMO3 0
MTERFD1 1
RNASE3 0
COL8A1 1
PLCH2 0
CLEC18B 0
GMIP 0
TMCO6 0
KRT19 1
HJURP 0
ECD 1
SPANXA1 0
PRKD3 1
PLGLB2 1
COX7A2L 1
CLDN5 0
ZNHIT3 1
VWA5B2 0
RHBG 0
PLA2G16 1
NYAP2 0
GSTM1 1
GNB4 0
EDF1 1
ATP5S 1
KRT15 0
DCD 0
EMD 1
ROS1 0
NADK 1
VSIG2 0
SPPL3 1
CCM2 1
FOXD4L4 1
FAM18B2 0
AGL 1
C15orf23 0
NR1I2 0
SPSB4 0
INF2 1
CNKSR2 0
FUT1 0
PLK1S1 0
RASA3 1
EIF5B 1
TMEM136 0
CHKA 0
FASTKD5 0
PRSS2 0
WDR3 1
KIFAP3 1
KIFC1 0
MRGPRF 0
OSBPL1A 0
VAMP4 0
MYEF2 0
GRAMD3 1
ANO1 0
MYO1C 1
FCGBP 0
MAGEA10 0
ANKRD29 0
SSR3 1
MLC1 0
SFXN4 0
CCDC153 0
TBC1D19 0
STON1 1
SMAGP 1
PTPN14 0
CSAG1 0
DDX60L 1
ZNF677 1
PCGF5 1
FAM129A 0
COL6A3 0
KIF21A 0
FUT9 0
RBMX2 1
VPS33A 1
ZNF337 0
RCVRN 0
NACA2 1
TACC1 1
KIAA0528 0
RARS 1
MXRA5 1
PKP4 1
MOCOS 1
DMAP1 0
ODF1 0
PTPLA 1
HLA-DOA 0
ZNF681 0
CEACAM8 0
AGPAT2 0
C17orf53 1
NBPF9 1
PCDHA11 0
SYT2 0
OR1A1 0
STMN2 1
HOXA1 0
STK38 0
LCA5 1
DDRGK1 1
NAT6 0
NUP155 0
FAM69A 1
TFPI2 1
MAPK7 1
POTEA 0
RANBP2 0
AIFM1 1
PTMA 1
LAMA3 1
ATP2B1 1
OR52J3 0
C4orf40 0
OGFOD2 0
GAS2L3 0
OR2A5 0
SLC25A6 1
C12orf43 0
CENPW 1
METTL9 1
HSD3B2 0
CBWD6 1
RAD9B 0
TSNARE1 1
CYP4X1 0
OR5B12 0
FAM176B 1
ELMO3 0
RP1 0
HBQ1 0
METTL1 0
RUNX1T1 1
XPNPEP3 1
CATSPER2 0
SLC6A4 0
THBS1 1
OR51G2 0
TAS2R13 0
OR8D4 0
SPSB2 1
NKTR 0
TESK1 1
CIAPIN1 0
ZBTB45 0
IFT20 0
C22orf29 1
KRT37 0
IMPG2 0
MYH8 0
TAS2R39 0
UBE4A 1
C5orf28 1
HIST2H4B 0
PDILT 0
INO80D 0
TACR3 0
LGALS1 1
MCFD2 1
FAM173B 1
TAF10 1
GALR1 0
CDH11 0
TMEFF2 0
PDK2 0
SPACA5B 0
EIF2C3 0
SNX32 0
LCE2A 0
RASL11A 0
USP51 1
RCN2 1
OR2T10 0
DDX23 0
CDKN3 1
MBD3L3 0
STEAP2 0
TTC9B 0
PTPMT1 0
FAM100A 1
CRP 0
CC2D1B 0
NCLN 1
LRRC31 0
NMT1 1
METTL6 0
SFRP1 0
FN3KRP 1
USP15 1
ADPRH 0
CSF1 1
GLRA1 0
RERGL 0
CCDC116 0
CNOT7 1
GGTLC2 1
LILRA4 0
INSL6 0
FAHD2B 1
TINAGL1 0
RAP1GDS1 1
B3GNT1 1
HIST1H1A 0
PSMD9 1
NSL1 0
CCR3 0
S100A1 0
CLYBL 0
RGS13 0
NR2C2AP 0
MGST2 1
FAM101B 1
ANKAR 0
CT47B1 0
MAP3K7 1
CDKN2B 0
SPATS2 0
TCTN2 0
KCNA3 0
DGKE 1
NRAP 0
LGALS9B 0
CCDC130 1
RAD51AP2 0
PKN3 0
TRIM40 0
ADAM23 1
MRPL11 1
OR9G4 0
UBA1 1
DYRK1A 0
PEPD 1
DNAI1 0
CRYBA1 0
YWHAB 1
HIST1H1C 1
SERPINB13 0
FAM83B 0
BBIP1 1
CDC23 1
ECH1 0
RBM12B 1
CDC42BPA 1
IFNE 0
OR52E8 0
ANXA8L2 0
GALC 1
MAZ 0
FAF2 1
TP53TG5 0
ENAM 1
TAS2R30 0
SPATS2L 1
WDR69 0
TEX33 0
C2CD3 0
S100A4 1
BDH2 0
DNAJB12 1
GIMAP5 0
ADAT2 0
SECISBP2 1
AKR1D1 0
EID3 0
SCAP 1
EVC 0
APOF 0
C3orf17 1
GINS1 0
ACAD11 0
BARX1 0
BLOC1S3 1
TRIB2 1
AGXT2 0
C2orf27B 0
USH1C 0
RNF150 0
RTN1 0
RBFOX3 0
TUBAL3 0
SMTN 0
WDR17 0
RDH13 0
CACYBP 0
TEP1 0
CARD18 0
GPAT2 0
JAZF1 1
C1orf130 0
NLE1 0
GJA9 0
TMEM191B 0
CAMP 0
AMDHD2 1
C9orf142 0
GGA3 0
GPI 1
CCDC9 0
SFXN2 0
PLA2G1B 0
ZMYM6NB 1
ARGLU1 1
C2orf77 0
CPT1A 0
MSLN 0
GALNT14 1
C3orf78 1
C18orf21 1
TMEM41B 1
TMBIM6 1
FATE1 0
PRAMEF20 0
CHST6 0
KCNMA1 0
PPAPDC3 1
UBA3 1
C9orf41 1
RGS6 0
NDUFC1 1
NEDD8 1
LRRC47 0
GJA3 0
PTPN18 1
C5orf48 0
MAGEA3 0
LOC100132396 0
RAB2B 1
LRRIQ3 1
SPINT3 0
MON2 1
ZC2HC1A 1
TTC21A 0
MAG 0
EXOC3L1 0
PRKDC 1
UCK2 0
SPON2 0
OR4D11 0
C17orf90 0
CCT6B 1
COL1A1 1
MDP1 0
APLN 0
GLE1 1
DGKQ 0
HIST1H2BI 0
TIGD6 1
ADAMTS19 1
UBAC2 0
HTR3B 0
LOC100507588 0
POLR2E 1
ISG20L2 1
MIIP 0
ZNF121 1
ALMS1 1
TMEM107 0
NFKBIB 0
OR4K14 0
LRRTM4 0
KIAA1430 1
HOXC12 0
MBL2 0
FAM183A 0
NUDCD3 0
KLHL33 0
KLF7 0
ELAVL2 0
CCDC94 0
BID 1
AKR1C1 0
HTR5A 0
CHIA 1
SMS 0
C17orf75 1
OR4N2 0
NELF 0
C9orf114 0
LOC728369 0
WDR13 0
GJA1 1
SLC10A1 0
FLI1 1
GABRR1 0
PTGFR 0
NHSL2 0
ZBTB32 0
SEC16A 1
TCP1 1
ATP6V0E2 0
VPREB3 0
SLC43A1 0
SEP15 1
SERINC4 1
FGL1 0
GNL1 0
PPT1 0
TNFSF15 0
IL1RN 1
KCNH2 0
ALS2CR11 1
PAFAH2 0
SMARCAD1 1
CBFA2T3 0
CAMK2D 1
SHCBP1L 0
ATIC 0
GEN1 1
SAMD8 1
TUBA1C 1
RDH16 0
ARL6IP4 1
OR5V1 0
STK25 0
IL25 0
TMEM214 0
SPIN2B 0
XRCC6BP1 0
PHF16 0
COG3 0
EPB41L4A 0
SAG 0
ZNF883 0
KRTAP20-2 0
TMPRSS4 0
ALDH1B1 1
PDIA5 1
TMEM138 1
FAM184A 0
KLK5 0
IFITM5 0
PDE4DIP 1
NPM3 1
NUP43 1
MTTP 0
SLC38A9 1
ARHGEF11 0
C22orf15 0
NIM1 0
TRAF5 0
FILIP1 0
TBC1D24 0
TRMT2A 1
BANK1 0
PNOC 0
ATP6V1G2 1
LOC100506650 0
C11orf21 0
LOC100287404 0
PLA2G2E 0
PRAMEF12 0
SPINK2 0
SHFM1 1
MICB 0
ANO8 0
NT5DC1 0
SPNS2 0
CD22 0
SLC10A7 0
TMEM132A 1
GOLPH3L 0
MLXIP 0
PGF 0
PDSS2 1
WDR75 1
C5orf47 0
TULP3 1
C11orf24 1
WNT3 0
TOE1 0
ACHE 0
UBE2K 0
THAP2 0
GALNT10 1
LIN54 1
TRAF3IP1 0
ZKSCAN5 0
STS 1
NDUFA4 1
ANO2 0
ILKAP 1
GALK1 1
FAM110C 0
CDC42EP5 1
BNIP1 0
UGT1A10 0
C7orf66 0
PHGR1 0
AKR7A2 0
SHB 1
PRIM1 0
SNX7 1
ZNF816 1
CD274 0
TXN2 1
ZNF821 0
SAP18 1
ERI3 0
C1orf229 0
ZNF500 0
KPNA3 0
PTPLAD2 0
MRPL33 1
HMGA1 1
SIAH1 0
NLGN4X 1
ALDH1L2 1
TRIM71 0
DLG1 0
MED20 1
POLA2 0
MAP3K14 1
ETFB 1
CHCHD2 0
TCP11 0
KCNJ18 0
ZNF256 0
ZNF735 0
RALGAPA1 0
UBE2C 0
SPEF2 1
STIM2 1
FCN3 0
ATXN3L 0
MRGPRD 0
C8orf87 0
APOBEC3C 1
MID1 0
KRTAP16-1 0
C5orf51 1
GRIA2 0
F8A1 0
ODF4 0
C4orf36 1
C19orf48 0
FAM86A 0
MED13 1
RSAD2 0
CERK 0
HSPA13 0
ZNF513 1
SLC30A8 0
RNASE1 0
CXADR 0
MRPL28 1
ANKRD10 0
ZNF192 0
ARMC8 1
FAM72D 0
DCTN2 0
RGNEF 1
MEGF11 0
PKDCC 1
C4orf49 1
DDX4 0
AFP 0
NDUFV1 1
MRPS18A 1
NLN 1
GNA14 0
OSBPL9 1
NOSTRIN 1
INPP5F 0
CTDP1 0
MTA1 1
GPR126 1
ASAH2B 0
PRPSAP1 1
NUP35 0
ZNF721 1
OSBPL7 1
AGPAT1 0
MAN1B1 0
BPIFA2 0
PDLIM1 1
OR1F1 0
TSG101 1
THTPA 0
B3GAT2 0
ISY1 1
SLC22A7 0
C2CD2L 0
HDAC5 0
ACSBG2 0
KIF26A 0
ATF6 0
STARD4 0
UHRF1BP1 0
SPOCK1 1
TMEM145 0
TLR4 0
KIN 1
SULF2 1
ASIC2 0
ZSCAN12 1
PSG4 1
AGTR2 0
RHOD 0
TTLL3 0
TMOD2 0
SLC25A32 1
ADCYAP1 0
MFRP 0
MANBA 0
ZNF716 0
TBC1D1 0
HIST1H2AB 0
PLEK 0
DIRAS2 0
WDR18 0
TAP1 1
UBXN11 0
CUL4A 1
ARPC5L 0
HHEX 1
SH3TC2 1
COPS7A 1
TMEM30A 1
ZHX1 0
PSENEN 1
ITGAV 1
ASAP2 0
TK1 1
OR8K3 0
CTNNB1 1
CFL1 1
KBTBD13 0
CERS5 0
BRK1 1
CCDC88B 1
INSIG2 0
IRF2BPL 1
KCNU1 0
TMEM222 1
GGPS1 1
MT-CO2 1
SAMD14 1
LRRC33 0
RNF19B 1
MMACHC 1
NANOS1 0
FAM26D 0
SMC2 0
SRRM3 0
C6orf225 1
IMPA2 0
ACSL5 0
DPEP3 0
LURAP1 0
ASXL3 0
HTRA3 1
C17orf79 1
ABHD8 1
ARF6 1
PCDHB11 0
CCDC168 0
ODF3L2 0
ARHGEF9 1
PCDH12 0
TUBA4A 1
GTF3C3 1
CAMKV 0
ProSAPiP1 1
GCDH 0
AK1 1
CSTF3 0
ZNF700 0
SAE1 1
IFITM3 1
PPFIA2 1
SRCRB4D 0
TRIM7 0
CMA1 0
BCL2L1 0
FCGR3A 0
TOM1L1 0
KDM1A 1
MAGEE2 0
ODF3 0
OR2B11 0
TBC1D9 0
TDRD6 0
DNTT 0
PON2 1
WNT11 1
SSTR1 0
ASB6 0
S100A2 0
DEFB116 0
MSI1 0
BICD1 1
SLC25A36 0
DUOXA1 0
FAM216B 0
CDC42 1
PI4KB 0
ALDH1A3 1
FAM20A 1
ZNF642 0
XPNPEP2 0
CLTA 1
RBMY1A1 0
MTHFR 0
FAM8A1 0
SREK1 1
SPATA3 0
ADIG 0
EPB41L5 0
FOXC1 1
NUDT16 1
MT1X 0
KRIT1 0
HSPD1 1
ZNF419 0
CDC25C 1
PTGS2 1
TGFBRAP1 1
GLDN 1
MYO5B 0
SAMD9L 0
TMEM233 1
MON1A 1
IRGC 0
KIF1C 1
FAM22D 1
CPPED1 1
UPK2 0
FANCB 0
EIF2C2 0
DDX46 1
OTUD7B 0
SNTB1 0
TBX18 1
TBC1D8 0
KIAA1211 0
CALM1 1
OR51I2 0
QRFP 0
PORCN 0
ABHD12 0
EIF4H 1
SAMD4A 0
SQSTM1 1
MIEN1 0
TAC3 0
AGR2 0
ORC2 0
CXCL1 1
ITIH2 0
CHST4 0
MS4A6A 0
NDUFB4 1
TBC1D15 0
CD58 1
ZNF131 1
CUBN 0
OR52W1 0
ITPKB 1
WT1 0
BROX 1
SALL2 0
ST3GAL4 0
RBP7 0
LDB1 0
ACSF3 0
C12orf51 0
CASC5 1
CYP26B1 1
CALB1 0
PDE2A 1
CCNB1IP1 0
ZNF233 1
GPR123 0
FABP9 0
C9orf47 1
TAF15 1
PLEKHH3 0
MMP7 0
SDHC 1
UQCC 1
RAB21 1
LOC347411 0
IDH1 1
CT45A5 0
ZNF280C 0
GNAT3 0
MAML2 0
SHH 0
ARMC6 1
ATP5F1 1
CNIH 1
OR51E1 0
SCAND3 0
ETV6 0
ELP2 1
SPNS3 0
ZNF71 0
PPP1R14C 0
ARMCX5 1
HIST2H3C 0
ZNF193 1
PGAM4 0
HSD17B13 0
IL6ST 1
PEX26 0
SPATA19 0
MSH5 0
ZNF644 1
DBI 1
SLAIN2 1
TMEM47 1
POLR3C 0
C3orf19 0
APOA4 0
PIGC 0
ZMIZ2 1
KCNK16 0
UBQLN4 1
ATP6V0A1 1
CENPM 1
MXI1 0
SUMO1 1
GTF3C2 0
LYPD5 0
CABP4 0
ELOVL2 0
C15orf58 1
C9 0
TMED7-TICAM2 0
MARCH5 1
DOCK10 0
MED7 0
STAT2 0
ZNF497 0
ZNF280A 0
CAPN8 0
AHCYL1 1
PEX1 1
PLA2G4B 0
TMX4 1
OR5M9 0
CYP2R1 1
FDPS 1
SCN9A 0
B4GALNT2 0
PMF1 0
FCHSD1 0
MCM3AP 0
METTL18 0
MIA 0
C19orf71 0
KCP 0
MTHFD2L 0
JMJD4 0
SEC63 0
CLEC3A 0
MARK3 1
ADH1B 0
FBXO5 1
CLEC19A 0
KRT74 0
DIS3L2 0
USP9X 1
CABP1 0
TRIM33 0
SSX2IP 1
NRIP3 0
HMGCR 1
AK7 1
MAPKAPK5 0
C1orf151-NBL1 1
SATL1 0
ZNF699 0
CHPF 0
C14orf166B 0
OR4F29 0
ECT2L 0
PIGN 0
ROCK2 1
RNASEL 1
ARHGEF10 1
EED 0
FUT8 0
ZNF846 0
CENPI 0
CCDC102B 0
GLUL 1
TCEAL6 0
RPA3 0
ARHGDIG 0
TULP2 0
CACNA1A 1
C7orf71 0
MMS19 0
TMEM237 1
GBP2 0
TNFRSF6B 0
RNLS 1
C12orf50 0
DSCR4 0
LCE1D 0
POU2AF1 0
TNFRSF11B 1
OR9G1 0
AGXT2L2 0
PMEPA1 0
SH3GL2 0
WHSC2 0
IRGQ 0
FAM171A1 0
SH2D1A 0
ITSN1 0
TTLL6 0
SBK2 0
SLC22A1 0
MAPK8IP1 0
SLC31A1 0
KIAA0020 1
TOPORS 0
PTPN12 1
IL17RA 0
GNAZ 0
MAPK4 0
ALDH6A1 0
KCNS3 0
ZNF783 0
MERTK 0
BHMT 1
KISS1R 0
CENPQ 0
ARRDC1 0
RGS8 0
HIST1H3H 1
LRPAP1 1
ZNF385B 0
CCL3L1 0
CCDC87 0
PLEC 1
KCNRG 0
LYPD1 1
UQCR11 1
ADH6 0
CCT6A 1
VPS4A 1
SLC27A1 1
COPS6 1
NCKAP1 0
MOGAT2 0
HM13 0
EFNB2 1
PIGO 1
SUSD5 0
BPIFB2 0
SNX12 1
TMEM71 1
LRRC15 1
SNAP29 0
ZFPL1 0
TRIP13 1
MYPOP 0
TASP1 0
CHST3 1
ARFIP1 0
ANGPT1 0
KCNK5 0
GPR77 0
CCT8L2 0
C12orf40 0
UNC5A 0
ATG4D 0
TAS2R60 0
EFCAB9 0
BRSK1 0
TFPI 1
GIT1 1
C1orf55 0
FAM127B 1
TXNRD2 1
MAT1A 0
UGT2B15 0
CCNE2 0
CRY1 1
DHX38 0
TCL1A 0
MAP2K2 0
PRTFDC1 1
ZNF526 1
CEP350 0
CYP11A1 0
GPRASP2 0
KCNJ3 0
CCDC111 0
FSTL4 0
PSMD8 1
TMEM150A 0
PFDN1 1
GPR63 0
PTPRJ 0
MALSU1 1
BMP3 0
ERCC6 1
SNAPC3 1
PTPRH 0
FARSA 1
SSTR2 0
WNT1 0
CACNA2D2 0
WRN 0
C15orf2 0
DOK2 0
SNAP23 1
PAGE5 0
PCDHB16 0
ANAPC11 1
FLRT3 0
RXFP1 0
ALG10B 0
LAIR1 0
KRT4 0
CLEC12A 1
POSTN 1
AS3MT 0
CADM1 0
NFAM1 1
SLC37A3 1
PPCDC 1
ADCY9 1
LIG3 1
EPS8L3 0
FCN1 0
C1orf159 0
HIST1H4D 0
COL9A3 0
C2orf43 1
BTN1A1 0
CYSLTR2 0
FHOD3 1
C17orf28 0
HAMP 0
SEC61B 1
FNDC3A 1
GLP1R 0
EYA1 0
KRTAP19-5 0
CA3 0
HIST1H2BN 1
HLCS 0
NACC2 0
AGPS 1
C1orf53 0
SLC52A2 0
RNF175 0
TUBA3C 1
CYLC1 0
OTUD6B 0
MAGEL2 0
GDPD2 0
FOXE3 0
C20orf118 1
MRC2 1
C6orf203 1
AZIN1 1
FAM151B 0
ZBTB4 1
NUP107 1
KLHL29 1
ALDH3B1 1
CD7 0
PPM1F 1
KCNAB2 1
ADCY6 0
MLN 1
MMD 1
PPT2 0
UNC119 1
C14orf166 1
PRR3 1
HEPACAM 0
TMEM50B 1
SEC61A1 1
ZNF836 1
MRPL17 1
RASEF 1
GBP7 0
RGMA 0
GPS2 1
ARHGEF7 1
ZNF726 0
OSBPL10 0
UPK3B 0
ENGASE 1
KIAA1324 0
PRELID2 0
PRR7 0
MYBBP1A 1
TSC2 0
ITM2A 0
HAS1 0
ARMCX1 0
LRRC14B 0
FGF5 1
CCNA1 0
SERPINA7 0
DDB1 1
TST 1
TMEM74B 0
PSMB7 1
PITX2 0
OR2W5 0
THG1L 0
GPR133 1
BNIP3L 1
OR4N5 0
NUDT13 0
C15orf38 0
HMOX2 0
WFDC8 0
IRAK3 0
HDGF 1
PIR 1
TBP 0
MZT1 1
METTL15 1
TESC 0
NRIP2 0
MCCC1 1
SREBF2 0
C1orf105 0
CCDC77 0
C7orf10 1
TH1L 0
AGAP6 1
KAT2A 0
SHANK3 0
ZNF880 0
RAET1G 0
OR5D13 0
CNRIP1 1
NHLH1 0
ANXA2R 1
FAM19A1 0
CELF5 0
NDUFB7 1
UCP2 1
C5orf42 0
RPL35A 1
CA8 0
IL1B 0
SEC31B 0
ZFHX4 0
KLK3 0
SCNN1D 0
OR11H1 0
CTIF 1
PHYH 1
FMNL1 0
IGDCC3 0
PPP6C 0
TTLL7 0
